,_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,direction,b1,b2,direction_gold,e1,e2,relation,relex_relcos,sent_id,sentence,term1,term2,twrex
11296,789214463,9/16/2015 12:04:59,1739483809,9/16/2015 12:04:31,False,prodege,0.8139,27934334,GBR,C8,Croydon,81.159.60.206,METFORMIN treats TYPE 2 DIABETES,97,140,,111,149,treats,0.995893206467704,800103,"STUDY SELECTION  Clinical trials and cohort studies were selected if they included patients with TYPE 2 DIABETES lasted ≥ 1 month, compared METFORMIN alone or combined with other treatments with placebo or any other hypoglycemic therapy, and reported the number of patients and duration of treatment.",TYPE 2 DIABETES,METFORMIN,TWrex-cause
11303,789214465,9/16/2015 11:05:00,1739469245,9/16/2015 11:04:45,False,clixsense,0.9048,24104564,AUS,02,Surry Hills,60.241.245.92,ORLISTAT treats OBESITY,39,0,,45,8,treats,0.99654575824488,803599,ORLISTAT in the long term treatment of OBESITY in primary care settings.,OBESITY,ORLISTAT,TWrex-cause
11310,789214467,9/16/2015 11:05:14,1739469284,9/16/2015 11:05:02,False,clixsense,0.9048,24104564,AUS,02,Surry Hills,60.241.245.92,MIDODRINE (PROAMATINE treats ORTHOSTATIC HYPOTENSION,90,0,,112,21,treats,0.993127066322842,800957,MIDODRINE (PROAMATINE is approved by the U.S. Food and Drug Administration (FDA) to treat ORTHOSTATIC HYPOTENSION a condition related to POTS.,ORTHOSTATIC HYPOTENSION,MIDODRINE (PROAMATINE,TWrex-cause
11324,789214469,9/16/2015 11:11:02,1739470584,9/16/2015 11:10:33,False,clixsense,0.875,32053717,GBR,,,51.174.76.80,ARSENIC TRIOXIDE treats APL,181,43,,183,59,treats,1.0,803784,"17 ,   20 ,   25  Combination therapy with ARSENIC TRIOXIDE and tretinoin has been used as an alternative to chemotherapy for induction and postremission therapy in newly diagnosed APL   +   ; may consider use of these regimens in select patients who cannot tolerate standard anthracycline containing chemotherapy (e.g., geriatric patients with poor performance or patients with cardiac dysfunction.",APL,ARSENIC TRIOXIDE,TWrex-cause
11331,789214470,9/16/2015 10:15:28,1739454370,9/16/2015 10:14:59,False,neodev,1.0,20306047,GBR,,,80.41.0.252,RIFAMPIN treats TUBERCULOSIS,9,55,,20,63,treats,0.6030226891555269,804913,258 •   MTUBERCULOSIS  resistant to both isoniazid and RIFAMPIN (MDR TB) occurs.,TUBERCULOSIS,RIFAMPIN,TWrex-cause
11338,789214472,9/16/2015 10:46:50,1739463639,9/16/2015 10:46:10,False,neodev,0.9083,33644825,USA,FL,Fort Lauderdale,65.111.173.161,MONTELUKAST treats ASTHMA,53,135,,58,146,treats,0.9539980920057242,907799,Because montelukast is efficacious for patients with ASTHMA selected patients with mild asthma and rhinitis may be good candidates for MONTELUKAST.,ASTHMA,MONTELUKAST,RO-may_treat
11345,789214473,9/16/2015 14:18:29,1739526672,9/16/2015 14:17:19,False,gifthulk,0.8833,18666417,USA,PA,Meadville,24.101.32.13,no_relation,169,67,,176,76,treats,0.625,219195,"Other medications which may be effective include: fludrocortisone, [MIDODRINE], SSRIs such as paroxetine or sertraline, disopyramide, and, in health-care settings where a [SYNCOPE] is anticipated, atropine.",SYNCOPE,MIDODRINE,TWrex-treat
11352,789214474,9/16/2015 14:20:30,1739527421,9/16/2015 14:19:24,False,gifthulk,0.8833,18666417,USA,PA,Meadville,24.101.32.13,HYOSCYAMINE treats PANCREATITIS,163,0,,175,11,treats,1.0,210991,"[HYOSCYAMINE] is used to provide symptomatic relief to various gastrointestinal disorders including spasms, peptic ulcers, irritable bowel syndrome, diverticulitis, [PANCREATITIS], colic and cystitis.",PANCREATITIS,HYOSCYAMINE,TWrex-treat
11366,789214478,9/16/2015 12:44:43,1739494027,9/16/2015 12:44:28,False,clixsense,0.9603,10390268,USA,NY,New Paltz,100.40.133.216,5 AMINOSALICYLIC ACID treats ULCERATIVE COLITIS,121,95,,138,116,treats,0.995893206467704,803936,"Austin CA, Cann PA, Jones TH et al. Exacerbation of diarrhea and pain in patients treated with 5 AMINOSALICYLIC ACID for ULCERATIVE COLITIS",ULCERATIVE COLITIS,5 AMINOSALICYLIC ACID,TWrex-cause
11387,789214483,9/16/2015 17:28:04,1739618264,9/16/2015 17:27:27,False,clixsense,0.9276,20587495,CAN,NL,St. John's,142.162.227.3,PARACETAMOL treats MIGRAINE,98,20,,106,31,treats,0.9970544855015808,205509,"In combination with [PARACETAMOL] and isometheptene, it is the active ingredient of medications for [MIGRAINE] and vascular headaches, including Epidrin and Midrin.",MIGRAINE,PARACETAMOL,TWrex-treat
11394,789214484,9/16/2015 17:54:22,1739632158,9/16/2015 17:53:53,False,prodege,0.8853,6309240,USA,CA,San Diego,205.241.40.254,SERTRALINE treats PEDIATRIC OCD,96,71,,108,81,treats,1.0,800316,"Wolkow R, March JS, Safferrman AZ et al. A placebo controlled trial of SERTRALINE treatment for PEDIATRIC OCD",PEDIATRIC OCD,SERTRALINE,TWrex-cause
11408,789214486,9/16/2015 15:14:56,1739548715,9/16/2015 15:14:22,False,neodev,0.6677,33701549,AUS,02,Sydney,103.238.131.137,ASTHMA treats MONTELUKAST,99,62,,104,73,treats,0.9970544855015808,804836,One randomized controlled trial (RCT) in children showed that MONTELUKAST plus budesonide improved ASTHMA control better than budesonide alone  (1).,ASTHMA,MONTELUKAST,TWrex-cause
11415,789214487,9/16/2015 10:46:50,1739463637,9/16/2015 10:46:10,False,neodev,0.9083,33644825,USA,FL,Fort Lauderdale,65.111.173.161,[COMBINATION THERAPY] treats [COMPLICATED INFLUENZA],16,131,,36,149,treats,0.994936676326182,206856,A 1984 study on [COMPLICATED INFLUENZA] had found levamisole to be an effective inducer of interferon and had recommended its use in [COMBINATION THERAPY] for influenza.,[COMPLICATED INFLUENZA],[COMBINATION THERAPY],TWrex-treat
11422,789214488,9/16/2015 14:19:23,1739526971,9/16/2015 14:18:30,False,gifthulk,0.8833,18666417,USA,PA,Meadville,24.101.32.13,no_relation,67,9,,86,24,treats,0.559016994374947,223212,"However, [INSULIN GLARGINE] was associated with a lower incidence of [SEVERE HYPOGLYCAEMIA] compared with NPH insulin.",[SEVERE HYPOGLYCAEMIA],[INSULIN GLARGINE],TWrex-treat
11429,789214489,9/16/2015 14:19:23,1739526973,9/16/2015 14:18:30,False,gifthulk,0.8833,18666417,USA,PA,Meadville,24.101.32.13,METRONIDAZOLE treats MYOSITIS,84,48,,92,61,treats,0.943456353,206397,"Agents that have been used include albendazole, [METRONIDAZOLE] and cotrimoxazole for [MYOSITIS].",MYOSITIS,METRONIDAZOLE,TWrex-treat
11436,789214491,9/16/2015 12:45:05,1739494178,9/16/2015 12:44:44,False,clixsense,0.9603,10390268,USA,NY,New Paltz,100.40.133.216,[DOSE TRIAL OF TAPENTADOL 25MG 200MG] treats [POST SURGERY DENTAL PAIN],109,18,,133,53,treats,0.979957887012223,211605,A phase II single [DOSE TRIAL OF TAPENTADOL 25MG 200MG] ibuprofen 400mg and morphine IR 60mg was evaluated in [POST SURGERY DENTAL PAIN],[POST SURGERY DENTAL PAIN],[DOSE TRIAL OF TAPENTADOL 25MG 200MG],TWrex-treat
11443,789214493,9/16/2015 12:45:20,1739494277,9/16/2015 12:45:06,False,clixsense,0.9603,10390268,USA,NY,New Paltz,100.40.133.216,ORAL CYCLOPHOSPHAMIDE treats GENERALIZED WEGENER'S GRANULOMATOSIS,229,187,,264,208,treats,0.9716656205775172,800435,"1]  Guillevin L, Cordier JF, Lhote F, Cohen P, Jarrousse B, Royer I, et al. A prospective, multicenter, randomized trial comparing steroids and pulse cyclophosphamide versus steroids and ORAL CYCLOPHOSPHAMIDE in the treatment of GENERALIZED WEGENER'S GRANULOMATOSIS",GENERALIZED WEGENER'S GRANULOMATOSIS,ORAL CYCLOPHOSPHAMIDE,TWrex-cause
11464,789214497,9/16/2015 12:18:52,1739487154,9/16/2015 12:18:37,False,instagc,0.7488,16573689,USA,MI,Hanover,74.45.203.252,WARFARIN treats STROKE,82,125,,87,133,treats,0.9615239476408228,804645,"January 2010   Volume 152, Number 1  Therapeutics  Higher dose dabigatran reduced STROKE but not major hemorrhage, more than WARFARIN in atrial fibrillation.",STROKE,WARFARIN,TWrex-cause
11471,789214499,9/16/2015 09:37:28,1739443458,9/16/2015 09:36:15,False,clixsense,1.0,30681826,GBR,I9,Diss,31.49.71.254,FOSCARNET treats CMV INFECTIONS,212,257,,225,266,treats,0.98058067569092,804400,"For long term therapy of CMV retinitis in patients with HIV infection Valganciclovir  900 mg p.o., b.i.d., for 21 days, then 900 mg p.o., q.d., for maintenance  First choice  For CMV retinitis and other advanced CMV INFECTIONS in immunocompromised patients FOSCARNET  90 mg/kg I.V. b.i.d.",CMV INFECTIONS,FOSCARNET,TWrex-cause
11485,789214501,9/16/2015 11:29:34,1739475159,9/16/2015 11:28:37,False,keeprewarding,0.8204,29139615,CAN,ON,Perth,192.186.81.178,no_relation,82,103,,85,116,treats,0.369800130816819,813518,Evidence: • Four studies reported on evidence suggesting that the LNG IUS reduces PAIN associated with ENDOMETRIOSIS which may last up to 3 years ( 48 ;  49 ;  50 ;  51.,PAIN,ENDOMETRIOSIS,TWrex-cause
11499,789214504,9/16/2015 16:18:42,1739585318,9/16/2015 16:18:26,False,points4rewards,0.9083,28703583,USA,,,184.53.32.62,ENOXACIN treats ACUTE UNCOMPLICATED URETHRA GONORRHEA,153,111,,189,119,treats,1.0,803437,"Van der Willigen AH, van der Hoek JCS, Wagenvoort JHT et al. Comparative double blind study of 200  and 400 mg ENOXACIN given orally in the treatment of ACUTE UNCOMPLICATED URETHRA GONORRHEA in males.",ACUTE UNCOMPLICATED URETHRA GONORRHEA,ENOXACIN,TWrex-cause
11506,789214505,9/16/2015 14:21:05,1739527633,9/16/2015 14:20:30,False,gifthulk,0.8833,18666417,USA,PA,Meadville,24.101.32.13,INSULIN GLARGINE treats TYPE 1 DIABETES,150,118,,164,134,treats,0.8219949365267859,800424,"Heise T, Nosek L, Ronn BB et al. Lower within subject variability of insulin detemir in comparison to NPH insulin and INSULIN GLARGINE in people with TYPE 1 DIABETES",TYPE 1 DIABETES,INSULIN GLARGINE,TWrex-cause
11513,789214507,9/16/2015 15:14:19,1739548431,9/16/2015 15:13:56,False,neodev,0.6677,33701549,AUS,02,Sydney,103.238.131.137,PITAVASTATIN treats HYPERCHOLESTEROLAEMIA,54,24,,75,36,treats,0.9958932065,206484,"Like the other statins, [PITAVASTATIN] is indicated for [HYPERCHOLESTEROLAEMIA] and for the prevention of cardiovascular disease.",HYPERCHOLESTEROLAEMIA,PITAVASTATIN,TWrex-treat
11527,789214509,9/16/2015 15:00:05,1739542609,9/16/2015 14:59:42,False,clixsense,0.8319,33115750,GBR,I3,Rochester,90.222.106.192,FOMEPIZOLE treats ETHYLENE GLYCOL POISONING,68,0,,93,10,treats,0.9970544855015808,212610,[FOMEPIZOLE] has been shown to be highly effective as an antidote for [ETHYLENE GLYCOL POISONING].,ETHYLENE GLYCOL POISONING,FOMEPIZOLE,TWrex-treat
11534,789214510,9/16/2015 15:57:18,1739575521,9/16/2015 15:56:03,False,prodege,0.9181,24945126,GBR,K8,Ilford,82.12.220.44,NYSTATIN treats ORAL CANDIDIASIS,11,83,,26,91,treats,0.994134846772434,800142,"Treatment  ORAL CANDIDIASIS can be treated with topical anti fungal drugs, such as NYSTATIN miconazole, Gentian violet or amphotericin B. Topical therapy is given as an oral suspension which is washed around the mouth and then swallowed by the patient.",ORAL CANDIDIASIS,NYSTATIN,TWrex-cause
11541,789214513,9/16/2015 09:41:50,1739444632,9/16/2015 09:38:18,False,clixsense,1.0,30681826,GBR,I9,Diss,31.49.71.254,ATORVASTATIN treats TYPE 2 DIABETES,82,46,,97,58,treats,0.9113223769,209152,"title=Reduction in cardiovascular events with [ATORVASTATIN] in 2,532 patients with [TYPE 2 DIABETES]: Anglo-Scandinavian Cardiac Outcomes Triallipid-lowering arm .",TYPE 2 DIABETES,ATORVASTATIN,TWrex-treat
11548,789214514,9/16/2015 15:57:18,1739575540,9/16/2015 15:56:03,False,prodege,0.9181,24945126,GBR,K8,Ilford,82.12.220.44,AMPHOTERICIN B treats NEUTROPENIA,228,187,,238,201,treats,0.9918365981341752,800624,"The study by Boogaerts and colleagues, although limited by its open design and a slightly older amphotericin B patient group, showed that empiric itraconazole was as effective as empiric AMPHOTERICIN B for eliminating fever and NEUTROPENIA in patients with hematologic cancer.",NEUTROPENIA,AMPHOTERICIN B,TWrex-cause
11555,789214515,9/16/2015 11:29:34,1739475170,9/16/2015 11:28:37,False,keeprewarding,0.8204,29139615,CAN,ON,Perth,192.186.81.178,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT treats ANAL FISSURES,46,0,,58,41,treats,0.994134846772434,803942,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT for ANAL FISSURES: long term efficacy in routine clinical practice.,ANAL FISSURES,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT,TWrex-cause
11562,789214516,9/16/2015 11:32:04,1739475705,9/16/2015 11:31:54,False,fusioncash,0.9194,31742806,USA,OH,Kent,66.61.82.242,CLOMIPRAMINE treats DEPRESSION,108,75,,117,87,treats,0.9716656205775172,803967,"Cattiez PH, Dierick M, Troisfontaines B et al. Moclobemide (Ro 11  1163) vsCLOMIPRAMINE in the treatment of DEPRESSION: a double blind multicenter study in Belgium.",DEPRESSION,CLOMIPRAMINE,TWrex-cause
11569,789214517,9/16/2015 16:19:27,1739585605,9/16/2015 16:18:47,False,points4rewards,0.9083,28703583,USA,,,184.53.32.62,[LOW MOLECULAR WEIGHT HEPARIN] treats [WARFARIN'S TERATOGENICITY],108,18,,133,45,treats,0.437594974493684,214274,"During pregnancy, [LOW MOLECULAR WEIGHT HEPARIN] and low dose aspirin are used instead of warfarin because of [WARFARIN'S TERATOGENICITY]",[WARFARIN'S TERATOGENICITY],[LOW MOLECULAR WEIGHT HEPARIN],TWrex-treat
11576,789214518,9/16/2015 10:14:59,1739454212,9/16/2015 10:14:43,False,neodev,1.0,20306047,GBR,,,80.41.0.252,AMPHOTERICIN B treats SPOROTRICHOSIS,139,24,,152,38,treats,0.9838699100999068,800548,"146 ,   429 ,   436  IV AMPHOTERICIN B is the drug of choice for initial treatment of severe, life threatening sporotrichosis and whenever SPOROTRICHOSIS is disseminated or has CNS involvement.",SPOROTRICHOSIS,AMPHOTERICIN B,TWrex-cause
11583,789214521,9/16/2015 12:45:05,1739494177,9/16/2015 12:44:44,False,clixsense,0.9603,10390268,USA,NY,New Paltz,100.40.133.216,PROPANTHELINE treats IBS,214,115,,216,128,treats,0.961074462327142,803348,"Antispasmodics, primarily anticholinergic agents (e.g., dicyclomine hydrochloride, clidinium bromide, hyoscyamine, PROPANTHELINE or belladonna alkaloids), can treat cramping abdominal discomfort or the symptoms of IBS that accompany UC and CD.",IBS,PROPANTHELINE,TWrex-cause
11590,789214522,9/16/2015 11:43:43,1739478710,9/16/2015 11:43:12,False,clixsense,0.8083,17950689,GBR,L9,Sheffield,146.200.192.103,AMOXICILLIN treats ACUTE UNCOMPLICATED MAXILLARY SINUSITIS,98,54,,136,65,treats,1.0,800940,"Russell MD, Nolen T, Allen JM et al. Cefprozil versus AMOXICILLIN/clavulanate in the treatment of ACUTE UNCOMPLICATED MAXILLARY SINUSITIS in adults; a randomized, prospective clinical trial.",ACUTE UNCOMPLICATED MAXILLARY SINUSITIS,AMOXICILLIN,TWrex-cause
11604,789214524,9/16/2015 15:14:19,1739548432,9/16/2015 15:13:56,False,neodev,0.6677,33701549,AUS,02,Sydney,103.238.131.137,DERMATOPHYTE TOE ONYCHOMYCOSIS treats CICLOPIROX NAIL LACQUER SOLUTION,114,29,,143,61,treats,0.9970544855015808,804289,Pharmacoeconomic analysis of CICLOPIROX NAIL LACQUER SOLUTION 8% and the new oral antifungal agents used to treat DERMATOPHYTE TOE ONYCHOMYCOSIS in the United States.,DERMATOPHYTE TOE ONYCHOMYCOSIS,CICLOPIROX NAIL LACQUER SOLUTION,TWrex-cause
11618,789214528,9/16/2015 09:43:01,1739444915,9/16/2015 09:41:52,False,clixsense,1.0,30681826,GBR,I9,Diss,31.49.71.254,[DADLE] treats [MEAN ARTERIAL BLOOD PRESSURE],56,15,,83,19,treats,0.722315118514615,211797,Treatment with [DADLE] results in transient depression of [MEAN ARTERIAL BLOOD PRESSURE] and heart rate.,[MEAN ARTERIAL BLOOD PRESSURE],[DADLE],TWrex-treat
11625,789214529,9/16/2015 10:13:41,1739453735,9/16/2015 10:13:30,False,neodev,1.0,20306047,GBR,,,80.41.0.252,ANTIEPILEPTIC DRUG TREATMENT treats EPILEPSY,103,64,,110,92,treats,0.99654575824488,800640,"Marson A, Jacoby A, Johnson A, et al. Immediate versus deferred ANTIEPILEPTIC DRUG TREATMENT for early EPILEPSY and single seizures: a randomised controlled trial.",EPILEPSY,ANTIEPILEPTIC DRUG TREATMENT,TWrex-cause
11632,789214530,9/16/2015 11:43:11,1739478551,9/16/2015 11:42:46,False,clixsense,0.8083,17950689,GBR,L9,Sheffield,146.200.192.103,FORSKOLIN treats GLAUCOMA,60,0,,68,9,treats,0.9970544855015808,222338,[FORSKOLIN] may be helpful to control the underlying cause of [GLAUCOMA].,GLAUCOMA,FORSKOLIN,TWrex-treat
11639,789214531,9/16/2015 11:05:41,1739469395,9/16/2015 11:05:15,False,clixsense,0.9048,24104564,AUS,02,Surry Hills,60.241.245.92,no_relation,8,16,,11,52,treats,0.43301270189221897,805278,Reduced PAIN of INTRAARTICULAR HYALURONATE INJECTION with the reciprocating procedure device.,PAIN,INTRAARTICULAR HYALURONATE INJECTION,TWrex-cause
11646,789214533,9/16/2015 09:35:27,1739442918,9/16/2015 09:29:47,False,clixsense,1.0,30681826,GBR,I9,Diss,31.49.71.254,no_relation,144,186,,162,219,treats,0.340502612303499,810943,"302 ,   321  Data are limited regarding safety of repeated use of co trimoxazole in pediatric patients   186 ,   a  GI Infections  Treatment of TRAVELERS' DIARRHEA caused by susceptible ENTEROTOXIGENIC  ESCHERICHIA COLI",TRAVELERS' DIARRHEA,ENTEROTOXIGENIC  ESCHERICHIA COLI,TWrex-cause
11660,789214536,9/16/2015 15:14:56,1739548702,9/16/2015 15:14:22,False,neodev,0.6677,33701549,AUS,02,Sydney,103.238.131.137,SODIUM FLUORIDE treats DENTAL CARIES,181,69,,193,84,treats,0.5656854249492379,907106,"A sample of 1,824 schoolchildren was randomly assigned to either the SODIUM FLUORIDE dentifrice or the stannous fluoride dentifrice and examined clinically and radiographically for DENTAL CARIES initially and after one, two, and three years of dentifrice usage.",DENTAL CARIES,SODIUM FLUORIDE,RO-may_prevent
11667,789214537,9/16/2015 09:36:13,1739443144,9/16/2015 09:35:28,False,clixsense,1.0,30681826,GBR,I9,Diss,31.49.71.254,DIPHTHERIA TOXOID IMMUNIZATION treats DIPHTHERIA,3,3,,12,33,treats,0.9970544855015808,804469,3  DIPHTHERIA TOXOID IMMUNIZATION prevents the serious complications of DIPHTHERIA alleviating the clinical manifestations of the disease by blocking the toxin's ability to enter cells.,DIPHTHERIA,DIPHTHERIA TOXOID IMMUNIZATION,TWrex-cause
11674,789214539,9/16/2015 10:14:18,1739453975,9/16/2015 10:13:41,False,neodev,1.0,20306047,GBR,,,80.41.0.252,no_relation,162,91,,170,106,treats,0.493196961916072,220763,full immunization against flu provided about a 75 percent effectiveness rate in preventing [HOSPITALIZATIONS] from influenza complications in the 2005 6 and 2006 7 [INFLUENZA] seasons..,[INFLUENZA],[HOSPITALIZATIONS],TWrex-treat
11681,789214541,9/16/2015 11:43:43,1739478707,9/16/2015 11:43:12,False,clixsense,0.8083,17950689,GBR,L9,Sheffield,146.200.192.103,LATENT TUBERCULOSIS INFECTION treats ISONIAZID THERAPY,158,136,,186,153,treats,0.979957887012223,803727,"2]  Menzies D, Long R, Trajman A, Dion MJ, Yang J, Al Jahdali H, et al. Adverse events with 4 months of rifampin therapy or 9 months of ISONIAZID THERAPY for LATENT TUBERCULOSIS INFECTION: a randomized trial.",LATENT TUBERCULOSIS INFECTION,ISONIAZID THERAPY,TWrex-cause
11688,789214542,9/16/2015 11:11:02,1739470585,9/16/2015 11:10:33,False,clixsense,0.875,32053717,GBR,,,51.174.76.80,RIFAPENTINE treats PULMONARY TUBERCULOSIS,93,29,,114,40,treats,1.0,800362,"Tam CM, Chan SL, Lam CW et alRIFAPENTINE and isoniazid in the continuation phase of treating PULMONARY TUBERCULOSIS",PULMONARY TUBERCULOSIS,RIFAPENTINE,TWrex-cause
11695,789214543,9/16/2015 14:20:30,1739527414,9/16/2015 14:19:24,False,gifthulk,0.8833,18666417,USA,PA,Meadville,24.101.32.13,no_relation,103,46,,114,80,treats,0.480384461415261,800256,"Roach P, Trautmann M, Arora V et al. Improved POSTPRANDIAL BLOOD GLUCOSE CONTROL and reduced nocturnal HYPOGLYCEMIA during treatment with two novel insulin lispro protamine formulations, insulin lispro mix25 and insulin lispro mix50.",HYPOGLYCEMIA,POSTPRANDIAL BLOOD GLUCOSE CONTROL,TWrex-cause
11702,789214546,9/16/2015 10:15:28,1739454371,9/16/2015 10:14:59,False,neodev,1.0,20306047,GBR,,,80.41.0.252,DAPSONE treats LEPROMATOUS LEPROSY,11,94,,29,101,treats,0.994134846772434,805169,"In the US, LEPROMATOUS LEPROSY is usually treated with RIF 600 mg once/day for 2 to 3 yr plus DAPSONE 100 mg once/day for life.",LEPROMATOUS LEPROSY,DAPSONE,TWrex-cause
11723,789214550,9/16/2015 15:15:15,1739548828,9/16/2015 15:14:59,False,neodev,0.6677,33701549,AUS,02,Sydney,103.238.131.137,BRADYCARDIA treats NEOSTIGMINE,142,36,,153,47,treats,0.8571428570999999,223003,"It is also used in conjunction with [NEOSTIGMINE], a neuromuscular blocking reversal agent, to prevent neostigmine's muscarinic effects such as [BRADYCARDIA].",BRADYCARDIA,NEOSTIGMINE,TWrex-treat
11737,789214555,9/16/2015 11:05:41,1739469389,9/16/2015 11:05:15,False,clixsense,0.9048,24104564,AUS,02,Surry Hills,60.241.245.92,FLUCONAZOLE treats NONMENINGEAL DISSEMINATED COCCIDIOIDOMYCOSIS,98,44,,141,55,treats,1.0,800929,"Catanzaro A, Galgiani JN, Levine BE, et al: FLUCONAZOLE in the treatment of chronic pulmonary and NONMENINGEAL DISSEMINATED COCCIDIOIDOMYCOSIS",NONMENINGEAL DISSEMINATED COCCIDIOIDOMYCOSIS,FLUCONAZOLE,TWrex-cause
